-0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,3.4122
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
-5.0000,0.0000
-5.0000,-0.2466
-5.0000,-0.2485
-5.0000,-0.2435
-5.0000,-0.2374
-5.0000,-0.2396
-5.0000,-0.2334
-5.0000,-0.2292
-5.0000,-0.2271
-5.0000,-0.2289
-5.0000,-0.2218
-5.0000,-0.2197
-5.0000,-0.2176
-5.0000,-0.2156
-5.0000,-0.2141
-5.0000,-0.2134
-5.0000,-0.2095
-5.0000,-0.2077
-5.0000,-0.2060
-5.0000,-0.2044
-5.0000,-0.2028
-5.0000,-0.2012
-5.0000,-0.1997
-5.0000,-0.1982
-5.0000,-0.1968
-5.0000,-0.1954
-5.0000,-0.1940
-5.0000,-0.1927
-5.0000,-0.1930
-5.0000,-0.1914
-5.0000,-0.1893
-5.0000,-0.1881
-5.0000,-0.1870
-5.0000,-0.1858
-5.0000,-0.1847
-5.0000,-0.1875
-5.0000,-0.1836
-5.0000,-0.1819
-5.0000,-0.1809
-5.0000,-0.1813
-5.0000,-0.1836
-5.0000,-0.1783
-5.0000,-0.1774
-5.0000,-0.1796
-5.0000,-0.1797
-5.0000,-0.1751
-5.0000,-0.1752
-5.0000,-0.1804
-5.0000,-0.1729
-5.0000,-0.1730
-5.0000,-0.1791
-5.0000,-0.1708
-5.0000,-0.1731
-5.0000,-0.1759
-5.0000,-0.1689
-5.0000,-0.1753
-5.0000,-0.1707
-5.0000,-0.1696
-5.0000,-0.1747
-5.0000,-0.1660
-5.0000,-0.1753
-5.0000,-0.1663
-5.0000,-0.1717
-5.0000,-0.1684
-5.0000,-0.1689
-5.0000,-0.1698
-5.0000,-0.1669
-5.0000,-0.1704
-5.0000,-0.1657
-5.0000,-0.1703
-5.0000,-0.1652
