-5.0000,-0.1695
-5.0000,-0.1656
-5.0000,-0.1680
-5.0000,-0.1667
-5.0000,-0.1657
-5.0000,-0.1686
-5.0000,-0.1627
-5.0000,-0.1713
-5.0000,-0.1608
-5.0000,-0.1710
-5.0000,-0.1627
-5.0000,-0.1662
-5.0000,-0.1673
-5.0000,-0.1609
-5.0000,-0.1722
-5.0000,-0.1611
-5.0000,-0.1657
-5.0000,-0.1675
-5.0000,-0.1611
-5.0000,-0.1235
-5.0000,-0.0184
-5.0000,-0.0132
-5.0000,-0.0149
-5.0000,-0.0150
-5.0000,-0.0157
-5.0000,-0.0172
-5.0000,-0.0175
-5.0000,-0.0180
-5.0000,-0.0189
-5.0000,-0.0202
-5.0000,-0.0201
-5.0000,-0.0208
-5.0000,-0.0215
-5.0000,-0.0230
-5.0000,-0.0227
-5.0000,-0.0233
-5.0000,-0.0239
-5.0000,-0.0246
-5.0000,-0.0259
-5.0000,-0.0256
-5.0000,-0.0262
-5.0000,-0.0267
-5.0000,-0.0272
-5.0000,-0.0277
-5.0000,-0.0285
-5.0000,-0.0292
-5.0000,-0.0292
-5.0000,-0.0296
-5.0000,-0.0301
-5.0000,-0.0305
-5.0000,-0.0310
-5.0000,-0.0314
-5.0000,-0.0318
-5.0000,-0.0322
-5.0000,-0.0327
-5.0000,-0.0330
-5.0000,-0.0334
-5.0000,-0.0338
-5.0000,-0.0342
-5.0000,-0.0347
-5.0000,-0.0349
-5.0000,-0.0352
-5.0000,-0.0356
-5.0000,-0.0359
-5.0000,-0.0362
-5.0000,-0.0367
-5.0000,-0.0369
-5.0000,-0.0372
-5.0000,-0.0376
-5.0000,-0.0379
-5.0000,-0.0382
-5.0000,-0.0384
-5.0000,-0.0387
-5.0000,-0.0390
-5.0000,-0.0393
-5.0000,-0.0395
-5.0000,-0.0398
-5.0000,-0.0401
-5.0000,-0.0403
-5.0000,-0.0406
-5.0000,-0.0408
-5.0000,-0.0421
-5.0000,-0.0415
-5.0000,-0.0416
-5.0000,-0.0418
-5.0000,-0.0420
-5.0000,-0.0422
-5.0000,-0.0425
-5.0000,-0.0427
-5.0000,-0.0443
-5.0000,-0.0436
-5.0000,-0.0434
-5.0000,-0.0436
-5.0000,-0.0437
-5.0000,-0.0439
-5.0000,-0.0450
-5.0000,-0.0458
-5.0000,-0.0446
-5.0000,-0.0447
-5.0000,-0.0449
-5.0000,-0.0451
-5.0000,-0.0476
-5.0000,-0.0458
-5.0000,-0.0456
-5.0000,-0.0458
-5.0000,-0.0459
-5.0000,-0.0490
-5.0000,-0.0466
-5.0000,-0.0465
-5.0000,-0.0466
-5.0000,-0.0481
-5.0000,-0.0491
-5.0000,-0.0471
-5.0000,-0.0472
-5.0000,-0.0480
-5.0000,-0.0508
-5.0000,-0.0477
-5.0000,-0.0478
-5.0000,-0.0486
-5.0000,-0.0516
-5.0000,-0.0483
-5.0000,-0.0484
-5.0000,-0.0502
-5.0000,-0.0515
-5.0000,-0.0488
-5.0000,-0.0489
-5.0000,-0.0526
-5.0000,-0.0505
-5.0000,-0.0493
-5.0000,-0.0507
-5.0000,-0.0534
-5.0000,-0.0497
-5.0000,-0.0498
-5.0000,-0.0548
-5.0000,-0.0507
-5.0000,-0.0502
-5.0000,-0.0539
-5.0000,-0.0525
-5.0000,-0.0505
-5.0000,-0.0534
-5.0000,-0.0539
-4.5000,-0.0508
-4.0000,-0.0534
-3.5000,-0.0548
-3.0000,-0.0511
-2.5000,-0.0539
-2.0000,-0.0553
-1.5000,-0.0515
-1.0000,-0.0548
-0.5000,0.0000
