-0.0000,-4.7981
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
4.0000,0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,-0.0000
4.0000,0.0000
4.0000,0.0000
4.0000,-0.0000
4.0000,-0.0000
3.6667,0.0000
3.3333,-0.0000
3.0000,-0.0000
2.6667,0.0000
2.3333,-0.0000
2.0000,0.0000
1.6667,0.0000
1.3333,-0.0000
1.0000,-0.0000
0.6667,0.0000
0.3333,0.0000
